user_name,user_location,user_friend_count,user_review_count,user_elite,user_yelp_age,user_review_votes,user_url,user_5star,user_4star,user_3star,user_2star,user_1star
Michael Mick" H.","Sacramento, CA",10,59,0,5/1/2012,308,https://www.yelp.com/user_details?userid=Uxax36ZO__RDOTSpqL0bFA,17,15,11,10,6
Matt E.,"Sacramento, CA",0,10,0,1/1/2016,7,https://www.yelp.com/user_details?userid=BrAhgxmkdfzqszLldZTB9g,8,0,1,0,1
Logos X.,"Sacramento, CA",40,43,0,4/1/2012,56,https://www.yelp.com/user_details?userid=k3wztjiHtTy9ZQc_rK3vFw,4,8,9,11,11
David B.,"Saint Paul, MN",62,379,1,5/1/2011,1043,https://www.yelp.com/user_details?userid=V3LQ68HoDVXtuQHHXlb6Rg,150,159,58,8,4
Jana kuidaore power" C.","East Bay, CA",528,3043,1,8/1/2009,29301,https://www.yelp.com/user_details?userid=g3HFkZgloxLQCvoJ5Zs5gg,895,1225,721,173,30
Sonia G.,"Burbank, CA",0,39,0,9/1/2012,26,https://www.yelp.com/user_details?userid=kQ3gGIE4zKjOQNBkTPhtvA,26,7,5,1,0
Todd N.,"Sacramento, CA",52,1,0,11/1/2010,3,https://www.yelp.com/user_details?userid=cACFeeJQqv6kkXvjKzby0w,0,0,0,0,0
Naida potata" E.","Sacramento, CA",414,309,1,6/1/2010,603,https://www.yelp.com/user_details?userid=nuxn_ZlTOMSMlkL3iFzWAg,95,106,80,23,5
Nick V.,"Citrus Heights, CA",84,41,0,9/1/2012,53,https://www.yelp.com/user_details?userid=4Lq4JQ8P3NyHFqJ_TSZdIA,20,15,5,1,0
Barry G.,"Phoenix, AZ",3,44,0,8/1/2011,73,https://www.yelp.com/user_details?userid=CjrbN9K4PgrhFdSMg5qZ_g,22,7,2,7,6
Judy Let's try something new..." N.","Sunnyvale, CA",563,780,1,6/1/2007,1827,https://www.yelp.com/user_details?userid=TgCW5tyinPDvZWE5Sqwwgw,118,340,255,45,22
Lynn B.,"Citrus Heights, CA",0,13,0,11/1/2015,5,https://www.yelp.com/user_details?userid=PE6qdLQf7pWSwEUY1W6e2A,6,3,3,0,1
Keri J.,"Sacramento, CA",80,47,1,9/1/2009,37,https://www.yelp.com/user_details?userid=J-VRksRLNj69MYH7sDncrg,22,12,4,5,4
Lindsay The deal finder" W.","Santa Barbara, CA",199,133,1,11/1/2011,425,https://www.yelp.com/user_details?userid=iubWB0-vNBWR3E_ZPeKPjA,75,45,10,3,0
Joey B.,"Sacramento, CA",74,6,0,9/1/2012,4,https://www.yelp.com/user_details?userid=8K7NYJ8plCvORnEkUd-CoA,4,0,0,0,2
Matthew C.,"Sacramento, CA",4,51,0,6/1/2014,52,https://www.yelp.com/user_details?userid=ze-Tg0m8XPo5EjAc1C1mww,37,2,4,2,6
Aimee K.,"Newport News, VA",73,107,0,7/1/2012,71,https://www.yelp.com/user_details?userid=zFv7BLIj_MGpd9QZE_AtSg,5,38,32,20,12
V.a. F.,"Riverside, CA",1,7,0,11/1/2012,10,https://www.yelp.com/user_details?userid=oJvilbRkBHqaUYQ5Nr-tbg,6,1,0,0,0
Michael P.,"Bakersfield, CA",0,2,0,8/1/2016,0,https://www.yelp.com/user_details?userid=VOX0mXh_MKSj1zuq2m-jSg,0,0,0,0,0
Jessica W.,"Sacramento, CA",88,413,1,1/1/2014,1016,https://www.yelp.com/user_details?userid=DrqazmWz4F8LFhTHKhp5oQ,188,67,69,58,31
Claudine T.,"San Jose, CA",7,35,0,12/1/2010,32,https://www.yelp.com/user_details?userid=nJcrE2etwxEOIXJ7GpfIeQ,26,4,2,0,3
Kelly S.,"El Dorado Hills, CA",0,3,0,10/1/2016,1,https://www.yelp.com/user_details?userid=HJFRe3svzfWIB7hScaXL-A,0,0,0,0,0
Corina V.,"Renton, WA",87,36,0,8/1/2013,71,https://www.yelp.com/user_details?userid=f2nIhgaBuoZWjie43JNtEw,13,6,6,3,8
R Lankonomics" L.","Sacramento, CA",5,1,0,7/1/2009,2,https://www.yelp.com/user_details?userid=1_cmRi6OzXKqYOxxjhXEGw,0,0,0,0,0
david c.,"Antelope, CA",6,105,0,12/1/2010,106,https://www.yelp.com/user_details?userid=-akLmLx461Ad4VOhxEFtug,43,24,16,11,11
Stan M.,"Sacramento, CA",0,32,0,12/1/2009,26,https://www.yelp.com/user_details?userid=hMN_E4hytRvRDJQMMI31sA,3,11,7,8,3
Rhonda L.,"Elk Grove, CA",2,15,0,3/1/2012,8,https://www.yelp.com/user_details?userid=oiXvYq2uljMW-Js3zpCo9A,8,4,0,1,2
Alexis E.,"Sacramento, CA",115,68,1,4/1/2015,31,https://www.yelp.com/user_details?userid=klHbBl5lvdvraJRU5hGtlg,33,19,7,4,5
Erin H.,"Rancho Cordova, CA",0,1,0,7/1/2013,0,https://www.yelp.com/user_details?userid=qLtrsRDf-hu8wdrGmdhe1w,0,0,0,0,0
Courtney M.,"Livermore, CA",94,78,0,11/1/2009,86,https://www.yelp.com/user_details?userid=TwcK7H42J_D2mTB-FRoKzg,26,30,17,4,1
Melanie I.,"Roseville, CA",229,273,1,7/1/2006,2009,https://www.yelp.com/user_details?userid=qLel7EM_swYc6coVtRl16Q,93,106,36,20,18
Rick If u combine wine & dinner the new word is WINNER" F.","Chicago, IL",2388,1063,1,11/1/2007,9582,https://www.yelp.com/user_details?userid=lf1m4CbheuUR7fFZoLGRvA,404,301,202,105,51
Stan L.,"Danville, CA",0,297,0,11/1/2011,227,https://www.yelp.com/user_details?userid=IKh5yGBxxwoWzQCpG8AO-w,18,59,72,54,94
Nick The Tech" B.","Sacramento, CA",0,11,0,8/1/2012,5,https://www.yelp.com/user_details?userid=xaB55RBK_vM7HtRRer0L9w,5,3,1,1,1
Ashley S.,"Sparks, NV",5,20,0,5/1/2015,3,https://www.yelp.com/user_details?userid=U4-j2W8JmbMbaUWkVfYs4g,8,3,4,4,1
Tina M.,"Sacramento, CA",0,27,0,2/1/2016,26,https://www.yelp.com/user_details?userid=ozhJmxtlvI-OSjo4nejubA,9,2,2,6,8
C P.,"Carmichael, CA",4,14,0,5/1/2009,21,https://www.yelp.com/user_details?userid=yIh9m7rRQ6o7HH84oZcBFQ,10,2,0,1,1
claudia cj" p.","Sacramento, CA",55,37,0,9/1/2007,163,https://www.yelp.com/user_details?userid=DqNFi7qAKwb6viT7HUZkow,13,13,0,3,8
Frank M.,"Tracy, CA",127,9,0,9/1/2011,15,https://www.yelp.com/user_details?userid=uiX8qxnBGxGqJaS0cNUVjA,5,0,1,0,3
Adnelg S.,"Sacramento, CA",6,52,0,3/1/2014,12,https://www.yelp.com/user_details?userid=GeTGjESzhyi-kOMnN0TYAg,20,20,6,1,5
Jules Doodlebug Designs" B.","Auburn, CA",36,21,0,5/1/2012,35,https://www.yelp.com/user_details?userid=p1qR40w9a8jTculFrmCZgg,17,4,0,0,0
Ramon F.,"Sacramento, CA",609,31,0,6/1/2011,27,https://www.yelp.com/user_details?userid=yKn15YvfyEglb_sa5vMdnQ,12,11,3,4,1
Briget b-phunk" P.","East Bay, CA",1142,1001,1,3/1/2009,3920,https://www.yelp.com/user_details?userid=4TJF62R5ytolOmiMWKtjGA,152,365,258,153,73
Julia The asian girl taking photos of all her meals" L.","Los Angeles, CA",39,204,1,7/1/2013,180,https://www.yelp.com/user_details?userid=eYF7zoD8A70hcei4kMsUyw,101,55,40,5,3
Sonny S.,"Sacramento, CA",59,15,0,3/1/2012,17,https://www.yelp.com/user_details?userid=P5IYx_01XphUHOn2Zmev9Q,5,1,0,0,9
Eve F.,"Woodland, CA",0,1,0,4/1/2011,0,https://www.yelp.com/user_details?userid=IXSfxEyuG-cQg_wPxfqWEQ,0,0,0,0,0
Yo Y.,"San Francisco, CA",86,10,0,12/1/2012,30,https://www.yelp.com/user_details?userid=r77bM1_v2U0ItylZLYgPbQ,0,3,2,1,4
Heike S.,"Sacramento, CA",36,128,1,1/1/2010,489,https://www.yelp.com/user_details?userid=8bNpvizZsiP8jt2Un2I4Ew,44,41,22,17,4
Aaron S.,"Woodland, CA",2,9,0,1/1/2013,4,https://www.yelp.com/user_details?userid=hFfzB5McxxI34g46l2HhjQ,9,0,0,0,0
Ana M.,"Sacramento, CA",0,6,0,10/1/2016,15,https://www.yelp.com/user_details?userid=_tTgab-zZMu4zs0KMlBxqg,5,0,0,0,1
Ronald N.,"Hercules, CA",218,412,0,7/1/2010,330,https://www.yelp.com/user_details?userid=HzyfiXaDoRYrBlwGIUz2Tw,107,217,72,8,8
Gaby Q.,"San Diego, CA",2,32,0,10/1/2012,45,https://www.yelp.com/user_details?userid=uYWMBTemHQosxuB6y0MGhg,21,4,0,4,3
Stephanie The party don't start til I walk in" L.","Reno, NV",560,191,1,11/1/2009,2431,https://www.yelp.com/user_details?userid=tHL7Q0P78mz-0JOUnSEtug,75,68,17,10,21
Aaron E.,"Sacramento, CA",96,4,0,8/1/2015,4,https://www.yelp.com/user_details?userid=YpccLSzi0DZEyvzKtw7W1w,3,0,0,0,1
Elle T.,"Cham, Germany",11,23,0,1/1/2011,79,https://www.yelp.com/user_details?userid=4qCHtqo0WyDykoNOYn9nBg,12,4,1,0,6
Christine C.,"Sacramento, CA",65,68,1,4/1/2012,305,https://www.yelp.com/user_details?userid=KGqI3yiTPNMf1C7moDz2RA,36,16,0,7,9
Mena A.,"Elk Grove, CA",10,61,0,6/1/2010,149,https://www.yelp.com/user_details?userid=oXMIwo3t7nkS2d1hwochLg,14,14,9,13,11
Andrew H.,"Sacramento, CA",37,25,0,4/1/2016,27,https://www.yelp.com/user_details?userid=F8HX7uWcTPZsMwRSyxP1iw,11,2,0,3,9
Chris A.,"Lexington, MA",1,1,0,9/1/2013,0,https://www.yelp.com/user_details?userid=EaYiXLabcVTemJ9-_19faw,0,0,0,0,0
Usman M.,"Sacramento, CA",94,71,0,12/1/2011,146,https://www.yelp.com/user_details?userid=EZwgKfOWCnqiiP424wh5sA,23,20,18,8,2
Jon A.,"Davis, CA",315,11,0,4/1/2014,29,https://www.yelp.com/user_details?userid=XDVEuq6EUUIg_xoOs-b3IQ,10,0,0,0,1
Eddie W.,"Seattle, WA",0,18,0,6/1/2012,12,https://www.yelp.com/user_details?userid=jScAmwJTtHPVsCu687COug,7,2,2,4,3
Christina lulu" L.","Sacramento, CA",172,177,0,8/1/2010,312,https://www.yelp.com/user_details?userid=qNYTV4GUrestGF-N5fhPaA,53,40,23,41,20
Jasmine M.,"Lafayette, CA",29,43,0,8/1/2010,88,https://www.yelp.com/user_details?userid=Quuja8RJ0U50bEuC66V0oQ,17,14,7,3,2
Jamie that was BOMB" S.","Sacramento, CA",149,70,0,10/1/2009,459,https://www.yelp.com/user_details?userid=_zxtNzHf1UAQaIR0VvLf7g,24,30,9,5,2
Joshua I.,"West Sacramento, CA",0,3,0,4/1/2012,4,https://www.yelp.com/user_details?userid=nx7T67FIQwVlsiJIeSfz4w,0,0,0,0,0
Chris N.,"Sacramento, CA",212,440,1,1/1/2009,2124,https://www.yelp.com/user_details?userid=CeDUGk8wiNuTanWAXJYfTA,88,191,135,19,7
Kc B.,"San Luis Obispo, CA",4,8,0,2/1/2015,5,https://www.yelp.com/user_details?userid=R9gF6Ckrm96Oh2rn-g40yw,3,4,1,0,0
Veronica S.,"Sacramento, CA",140,284,1,8/1/2008,1078,https://www.yelp.com/user_details?userid=qt-TXVSzK1EUXtyu9Cb_VA,31,136,65,35,17
Malikah H.,"Sacramento, CA",185,85,0,3/1/2010,404,https://www.yelp.com/user_details?userid=aKpK7_yK0VYhth3JBABkAw,37,12,9,9,18
Shawna C.,"El Cajon, CA",0,9,0,10/1/2012,50,https://www.yelp.com/user_details?userid=Z6uOuMlcmPXM2ixTKJvBQg,4,2,1,2,0
Katie R.,"San Luis Obispo, CA",70,32,0,3/1/2014,53,https://www.yelp.com/user_details?userid=hbgWITnPxwzMXPlyddd3ow,18,7,1,4,2
Tim L.,"Sacramento, CA",0,8,0,5/1/2011,21,https://www.yelp.com/user_details?userid=P0twOehBiWcQ2Qaq_OwaYg,4,1,0,0,3
Matt G.,"Boulder, CO",64,414,1,6/1/2009,831,https://www.yelp.com/user_details?userid=SwjaMXIoXKKLmH_MX6aXrQ,51,125,87,117,34
Brian S.,"Redlands, CA",0,38,0,5/1/2013,70,https://www.yelp.com/user_details?userid=VwVi39RHdeLVACX5QpUcog,21,2,6,4,5
TRACY R.,"Sacramento, CA",613,710,1,6/1/2010,7081,https://www.yelp.com/user_details?userid=RyPeT_ICAtX8ah9dhDpEFw,181,271,170,54,34
Mymy vs. Food" N.","Roseville, CA",638,652,1,1/1/2010,4507,https://www.yelp.com/user_details?userid=B_Via1bKGdvbxcOfd988EQ,196,304,123,26,3
Velvet S.,"Sacramento, CA",0,7,0,9/1/2012,11,https://www.yelp.com/user_details?userid=lfZHTbT6E4Yyu3I9zfzdeg,4,2,0,0,1
Russ F.,"Sacramento, CA",0,3,0,10/1/2010,2,https://www.yelp.com/user_details?userid=wxy5SQz9lA5jvkyZunuNsw,0,0,0,0,0
Chaitu A.,"Fair Oaks, CA",52,21,0,7/1/2014,73,https://www.yelp.com/user_details?userid=iCGRnUUwrWEB1Nq5sa6TxA,1,11,5,4,0
Kathleen V.,"Fair Oaks, CA",0,12,0,6/1/2015,11,https://www.yelp.com/user_details?userid=1Ap4RYE__1vVdUK1J1lITQ,11,1,0,0,0
B Bee Bee" B.","Sacramento, CA",0,143,0,6/1/2013,107,https://www.yelp.com/user_details?userid=A4K_EtLwlE6zMdc7Weku5w,3,59,57,18,6
rochelle j.,"Alameda, CA",0,6,0,2/1/2010,7,https://www.yelp.com/user_details?userid=xAsiDsJUHwjf85qD2udmIw,3,0,0,1,2
Andrea T.,"Orlando, FL",28,164,0,3/1/2011,464,https://www.yelp.com/user_details?userid=m2JJLaOOcIGxXMm6ObAeBA,62,13,18,21,50
Raquel P.,"Sacramento, CA",0,14,0,6/1/2013,9,https://www.yelp.com/user_details?userid=oVLon6ch-IcHhE6E1mEsuA,7,0,3,4,0
Christy Jeneti Master" M.","Sacramento, CA",435,655,1,12/1/2010,4247,https://www.yelp.com/user_details?userid=_HabTJxnV1kE7mW8Z_vCNA,221,277,99,42,17
Jerry W.,"Bonsall, CA",11,16,0,8/1/2013,18,https://www.yelp.com/user_details?userid=x5wwuirQljxNoGF6oWfgTg,3,4,3,4,2
Hung L.,"Sacramento, CA",658,106,1,9/1/2011,1163,https://www.yelp.com/user_details?userid=v_FK2TktblSuhZTW_EJarA,53,43,8,1,1
Gloria N.,"Sacramento, CA",94,54,0,12/1/2011,103,https://www.yelp.com/user_details?userid=t1zORKQVkuNXm63lrwSgEg,9,24,11,9,1
Karoline C.,"Bakersfield, CA",2,29,0,11/1/2015,14,https://www.yelp.com/user_details?userid=1fxX1eFOc7ErPIPTR0yDGg,11,12,3,1,2
Aliya H.,"Sacramento, CA",0,7,0,7/1/2015,1,https://www.yelp.com/user_details?userid=8vaW0gm0XiIojynSZkXYeQ,4,3,0,0,0
Pseudo N.,"San Francisco, CA",33,86,0,5/1/2011,270,https://www.yelp.com/user_details?userid=iV0O1NzClPpIoORZfg1z_w,19,25,16,16,10
Leah riding on hell's hot flames" B.","Sacramento, CA",297,115,1,6/1/2008,2219,https://www.yelp.com/user_details?userid=7qTneBSI9p_qjBb_9WdhDQ,56,25,19,9,6
Darkie This place is dead anyways" L.","Sacramento, CA",17,50,0,4/1/2007,100,https://www.yelp.com/user_details?userid=l1D-vzsFimPRZ4mda94lDQ,6,19,10,10,5
Sarah The Cyclist's Wife" O.","Carmichael, CA",113,79,1,3/1/2008,272,https://www.yelp.com/user_details?userid=TdUyvd-ycHhONexNpcMWaA,32,32,4,3,8
Andy Teach" M.","Davis, CA",5,4,0,6/1/2011,4,https://www.yelp.com/user_details?userid=TN6OEFI4VTY3-pPoZRhhjA,2,0,0,0,2
Alicia E.,"Roseville, CA",0,5,0,9/1/2014,5,https://www.yelp.com/user_details?userid=QkqhFIt8KO5zSutw5y07vw,5,0,0,0,0
johnny R.,"Los Angeles, CA",123,19,0,10/1/2007,35,https://www.yelp.com/user_details?userid=JQk8SyXa1ocxzwwYtqDlng,17,0,0,0,2
Yolanda A.,"Sacramento, CA",0,4,0,7/1/2014,4,https://www.yelp.com/user_details?userid=YgUqK1AhRKAh0gjjTxwO1w,4,0,0,0,0
Ligala M.,"North Natomas, CA",699,24,0,7/1/2015,12,https://www.yelp.com/user_details?userid=hxbC8KDhmdsNVkpXoblyrA,18,5,0,1,0
Lito C.,"Sacramento, CA",29,3,0,11/1/2014,0,https://www.yelp.com/user_details?userid=OSxQmKn9JW1nOkkouNbW3A,0,0,0,0,0
Jake G.,"Carmichael, CA",14,13,0,4/1/2010,21,https://www.yelp.com/user_details?userid=82hjibhh5NyEUVoUuR9jow,4,0,1,0,8
Erin M.,"Midtown, Sacramento, CA",87,2,0,4/1/2013,0,https://www.yelp.com/user_details?userid=jV2K2diydHj8yN8var7L0g,0,0,0,0,0
Meryl C.,"San Francisco, CA",1,17,0,8/1/2011,6,https://www.yelp.com/user_details?userid=ozRp6BUMHuGAusvfbCiI5g,17,0,0,0,0
Mike C.,"Roseville, CA",14,22,0,2/1/2012,38,https://www.yelp.com/user_details?userid=lgq-uIaHppLEK4AZB0cOJQ,11,5,0,2,4
Kay B.,"Sacramento, CA",234,6,0,8/1/2013,2,https://www.yelp.com/user_details?userid=aU8tGB1VEtrwbGgvJYzdJA,5,0,0,0,1
Jordan Jojo" S.","San Jose, CA",2,13,0,2/1/2012,17,https://www.yelp.com/user_details?userid=dLUzwVTKd179AItCfSi62A,7,3,2,0,1
Kristian D.,"Land Park, Sacramento, CA",371,1304,1,3/1/2013,25229,https://www.yelp.com/user_details?userid=cBbVbcqUWrgYLP-06v0UXA,235,604,379,79,7
Nicole S.,"Folsom, CA",48,16,0,1/1/2012,7,https://www.yelp.com/user_details?userid=z9RDGoqNA6rA6tzWnjjP6Q,8,2,2,1,3
Emily P.,"Sacramento, CA",0,6,0,11/1/2016,1,https://www.yelp.com/user_details?userid=UZBBsaPdCxbV_1zV4gjnJg,4,0,0,1,1
LeAndre H.,"Sacramento, CA",122,10,0,4/1/2012,14,https://www.yelp.com/user_details?userid=9oEY3OEGHUFcUbuwC_RZCQ,5,4,0,0,1
Chud B.,"Sacramento, CA",7,26,0,10/1/2014,58,https://www.yelp.com/user_details?userid=N7GmsF8dEW0ixDejDb0pBA,9,7,0,2,8
Karen W.,"Elk Grove, CA",0,8,0,5/1/2015,10,https://www.yelp.com/user_details?userid=M2n5c4ftOsCA7S5CiBxrMg,3,3,0,1,1
Munch Miami ..,"Miami, FL",205,4,0,1/1/2017,1,https://www.yelp.com/user_details?userid=pSiJz_5ayCIjtTPnez1Tyw,1,2,0,1,0
Varsha The Varsh" N.","Elk Grove, CA",187,91,1,5/1/2010,251,https://www.yelp.com/user_details?userid=8sSxPdgFnBueUy5MhELo4Q,47,15,16,8,5
Diana Giddy" D.","Fair Oaks, CA",13,29,0,3/1/2009,67,https://www.yelp.com/user_details?userid=uNpJtfG67Yk0ZZwfUqbTuA,13,4,0,0,12
Lex K.,"Sparks, NV",0,24,0,7/1/2014,13,https://www.yelp.com/user_details?userid=FjFgxPaFg1ej_bmZIGE3Yg,8,8,3,1,4
Missy P.,"Sacramento, CA",0,15,0,8/1/2012,12,https://www.yelp.com/user_details?userid=Tx8ib8XvWIObPfQX5iziig,10,2,0,0,3
Jackie C.,"Sacramento, CA",6,4,0,12/1/2012,10,https://www.yelp.com/user_details?userid=JkEHwEwlpyOtWNxthGEsjw,2,1,0,0,1
Julia J.,"Sacramento, CA",118,17,0,8/1/2012,7,https://www.yelp.com/user_details?userid=X4T4hfHP68mFdabGjzV0Zw,8,0,0,0,9
Jen L.,"Elk Grove, CA",248,6,0,11/1/2010,12,https://www.yelp.com/user_details?userid=ecxcoKazYfc6BLEkfeGjvQ,4,1,0,1,0
Lauren A.,"Redondo Beach, CA",296,91,1,3/1/2013,161,https://www.yelp.com/user_details?userid=Q4Uo_32b0YyOz2tzuGaZIQ,57,29,4,0,1
Will T.,"Seattle, WA",186,9,0,1/1/2013,11,https://www.yelp.com/user_details?userid=qXuGClUFgyBllM66WCKiiw,8,0,0,0,1
A F.,"Woodland, CA",2,12,0,7/1/2014,14,https://www.yelp.com/user_details?userid=S1qr27thbnkL7Ak2Vo_exg,3,2,0,2,5
Thomas P.,"Citrus Heights, CA",15,8,0,12/1/2012,4,https://www.yelp.com/user_details?userid=034rEhqd0XUijcPI4yv0sA,7,0,0,0,1
Katie C.,"Davis, CA",0,6,0,5/1/2011,16,https://www.yelp.com/user_details?userid=3LcRcL4tkbyMa0PU0QqGZg,4,0,0,1,1
Jessica C.,"Sacramento, CA",4,9,0,4/1/2012,8,https://www.yelp.com/user_details?userid=VO4nTY3bgZPXxcEIQRDfvA,8,1,0,0,0
Caitlin H.,"Fresno, CA",159,73,0,11/1/2012,106,https://www.yelp.com/user_details?userid=yzShvo5NIQ2bH3n6y54Q7g,45,13,7,3,5
Steph M.,"Sacramento, CA",745,258,1,1/1/2011,3011,https://www.yelp.com/user_details?userid=WvAD5hiruERu6pkyzXRwbA,105,61,37,42,13
Nicole Shut Up Leonard" I.","Sacramento, CA",189,216,1,7/1/2010,1360,https://www.yelp.com/user_details?userid=ky9-RSIQp5bKf9rQjbzh6A,60,77,45,15,19
Dyna F.,"Elk Grove, CA",28,3,0,4/1/2011,4,https://www.yelp.com/user_details?userid=NX2WfQ79KrQuruaV9m5f6g,0,0,0,0,0
Nicole M.,"Sacramento, CA",31,11,0,12/1/2012,52,https://www.yelp.com/user_details?userid=d40I6BPYtldpPv8-Ot0M7g,9,1,0,1,0
Casey T.,"Sacramento, CA",24,4,0,7/1/2010,21,https://www.yelp.com/user_details?userid=NUhBOzXS0KltUPXv-W5xUw,3,1,0,0,0
Okemii D.,"North Sacramento, Sacramento, CA",14,1,0,4/1/2018,0,https://www.yelp.com/user_details?userid=dHhrTK97_14daKM3qrTTaw,0,0,0,0,0
Richard G.,"San Jose, CA",284,66,0,11/1/2009,132,https://www.yelp.com/user_details?userid=l6qtVX71a-7qoZCoG9aQ5Q,24,5,1,12,24
Mike P.,"Honolulu, HI",11,199,0,3/1/2014,259,https://www.yelp.com/user_details?userid=59S5JV5obOUQB86ncBSVyg,20,134,39,5,1
Jon R.,"Los Angeles, CA",0,3,0,12/1/2015,1,https://www.yelp.com/user_details?userid=67g7xu1J4ox4OGsVHq0cbw,0,0,0,0,0
David G.,"Carmichael, CA",29,6,0,2/1/2011,5,https://www.yelp.com/user_details?userid=kIDCiwVz6YL3RgsZwl_k3Q,4,1,1,0,0
Argelyn M.,"San Diego, CA",42,17,0,2/1/2014,37,https://www.yelp.com/user_details?userid=wbrJjjpEjvvwNfE5XyS6Wg,4,3,3,6,1
Moozhan Muzhy" T.","Davis, CA",109,256,1,7/1/2013,842,https://www.yelp.com/user_details?userid=nvSAE5C6ab29IU1LgWAGlg,46,92,79,30,9
Tree G.,"Sacramento, CA",51,19,0,5/1/2009,11,https://www.yelp.com/user_details?userid=fCfLa6P4qiVZOxPl76Y_5A,5,13,1,0,0
Andrea B.,"Sacramento, CA",72,50,0,8/1/2009,34,https://www.yelp.com/user_details?userid=pz4CAICeLgp9-ARa7ocT-g,23,8,2,5,12
Adair T.,"Westminster, CO",0,6,0,6/1/2016,0,https://www.yelp.com/user_details?userid=wpai3aZ-_Jq0DbPUJMbhLw,1,5,0,0,0
Dave Davo" H.","Roseville, CA",0,16,0,11/1/2010,4,https://www.yelp.com/user_details?userid=W3-hC0fwSNnHvQSRClIl_Q,11,2,1,2,0
Jennea N.,"Sacramento, CA",82,178,0,9/1/2011,282,https://www.yelp.com/user_details?userid=xTuUCkW4aaFk7PLBTRCtTg,99,36,14,16,13
Pete M.,"New York, NY",456,67,1,9/1/2012,34,https://www.yelp.com/user_details?userid=G_H5tpQOfuN4tYz_0m9hAg,40,16,7,3,1
Kevin W.,"Sacramento, CA",0,1,0,5/1/2015,0,https://www.yelp.com/user_details?userid=KoWDDkJmzQ_4snLSIL7ynQ,0,0,0,0,0
Jennifer F.,"Sacramento, CA",15,17,0,8/1/2014,44,https://www.yelp.com/user_details?userid=yVlNfqPZpecO0LKSdr0N0w,11,1,0,0,5
Christine R.,"Elk Grove, CA",8,33,0,7/1/2011,38,https://www.yelp.com/user_details?userid=huS6urWzWXCy3RgQExov-w,15,7,2,4,5
Elizabeth The Food Wife" F.","Davis, CA",117,61,1,3/1/2017,62,https://www.yelp.com/user_details?userid=RV0wkXFNp5y8Po70KmytBA,32,9,2,6,12
Helen H.,"Sacramento, CA",410,1361,1,5/1/2010,8863,https://www.yelp.com/user_details?userid=ep8NBpLx5cfwy2CaE7cG4A,165,787,370,36,3
Justin L.,"Pleasant Hill, CA",0,2,0,11/1/2015,0,https://www.yelp.com/user_details?userid=u6oByLf16EQZ8fIjZ1r2IQ,0,0,0,0,0
Sean M.,"Sacramento, CA",0,2,0,3/1/2014,4,https://www.yelp.com/user_details?userid=1cbRoZaRcR87Hf4mnRU3jA,0,0,0,0,0
Christina J.,"Sacramento, CA",1,5,0,11/1/2014,5,https://www.yelp.com/user_details?userid=fR2-uQoou91FFxR4bdwLMQ,3,0,0,0,2
T S.,"Roseville, CA",301,31,0,10/1/2015,13,https://www.yelp.com/user_details?userid=w7pLePE0xkgEztI7bEEaYQ,17,10,1,2,1
Scott V.,"Sacramento, CA",175,33,0,10/1/2007,37,https://www.yelp.com/user_details?userid=NLf-_b5pMqLyb1vAl3SuYQ,26,2,0,1,4
Mario F.,"Sacramento, CA",11,20,0,6/1/2013,43,https://www.yelp.com/user_details?userid=yGpyO9s2kXenVZi9i936Xw,15,2,0,3,0
Tom Binford" E.","Woodland, CA",0,7,0,7/1/2015,10,https://www.yelp.com/user_details?userid=pipZfWAZNM5UGQGzEEffxA,3,3,1,0,0
Bruce K.,"Redding, CA",0,41,0,4/1/2012,16,https://www.yelp.com/user_details?userid=DpIhl2m8LbFuCzH0JkrYgQ,37,2,1,0,1
Helen V.,"San Francisco, CA",6,64,1,10/1/2017,49,https://www.yelp.com/user_details?userid=aylltvH7gibxw4scaSB6WA,37,15,3,1,8
Julie T.,"Roseville, CA",0,2,0,10/1/2014,0,https://www.yelp.com/user_details?userid=k33adpW_jAzf6-LSgXYVdQ,0,0,0,0,0
Tim G.,"Sacramento, CA",1,23,0,12/1/2009,17,https://www.yelp.com/user_details?userid=63hODBgI9iNDQz8dFY-uzA,12,7,4,0,0
Kenny JoKenFu" U.","Stockton, CA",66,18,0,4/1/2014,23,https://www.yelp.com/user_details?userid=t2FsFGVzSzbpQYfoMEYcLg,14,4,0,0,0
Julia Mai" N.","Sacramento, CA",91,98,1,7/1/2010,307,https://www.yelp.com/user_details?userid=mVZJEnjoYvxz2-SlXbX-WA,31,25,16,18,8
Taryn K.,"Sacramento, CA",17,16,0,3/1/2010,20,https://www.yelp.com/user_details?userid=apeH_HRRzp8RKKH1cz0YJA,9,5,0,1,1
Samantha C.,"Sacramento, CA",233,260,1,11/1/2007,927,https://www.yelp.com/user_details?userid=2K1otdnX5AR2pdMXvpwB-Q,90,103,30,25,12
Erica S.,"Sacramento, CA",54,6,0,7/1/2016,5,https://www.yelp.com/user_details?userid=it7ju9uzvcY_rfTbLsqo2g,6,0,0,0,0
Pam G.,"Sacramento, CA",0,9,0,6/1/2014,2,https://www.yelp.com/user_details?userid=YBXbtE4vJF_BpaxnbZkx9A,7,0,2,0,0
Marie D.,"Sacramento, CA",23,35,0,6/1/2012,55,https://www.yelp.com/user_details?userid=VIIRzZBd7bjTucH637_CcA,24,5,1,2,3
